customerID,Contract,PaperlessBilling,PaymentMethod,tenure_group,MonthlyChargeBand,TotalChargeBand,contract_key
8777-MBMTS,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5241
7753-USQYQ,One year,Yes,Electronic check,49-60 Months,Medium,Q3,5242
5366-IJEQJ,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5243
7661-CPURM,One year,Yes,Credit card (automatic),13-24 Months,High,Q3,5244
6233-HXJMX,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q4,5245
5902-WBLSE,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,5246
1981-INRFU,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5247
4971-PUYQO,Month-to-month,Yes,Mailed check,25-48 Months,Premium,Q3,5248
3239-TPHPZ,Two year,Yes,Electronic check,0-12 Months,Low,Q1,5249
5115-GZDEL,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,5250
3338-CVVEH,Month-to-month,No,Electronic check,0-12 Months,Premium,Q2,5251
8485-GJCDN,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5252
2615-YVMYX,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,5253
2851-STERV,One year,Yes,Electronic check,25-48 Months,High,Q3,5254
4393-GEADV,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,5255
8486-AYEQH,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5256
1527-SXDPN,Two year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,5257
6029-WTIPC,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,5258
8634-CILSZ,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5259
5419-JKZNQ,Month-to-month,No,Mailed check,25-48 Months,High,Q3,5260
2495-KZNFB,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,5261
1409-PHXTF,Two year,Yes,Electronic check,49-60 Months,Premium,Q4,5262
4560-WQAQW,One year,No,Bank transfer (automatic),49-60 Months,Medium,Q4,5263
9591-YVTEB,Month-to-month,Yes,Electronic check,49-60 Months,Medium,Q3,5264
9309-BZGNT,One year,Yes,Credit card (automatic),61-72 Months,Low,Q3,5265
4274-DRSQT,One year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5266
2027-DNKIV,One year,Yes,Mailed check,25-48 Months,Medium,Q3,5267
8075-GXIUB,One year,No,Credit card (automatic),0-12 Months,Low,Q1,5268
2885-HIJDH,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5269
5424-RLQLC,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,5270
6682-QJDGB,Month-to-month,Yes,Mailed check,25-48 Months,Medium,Q3,5271
6507-DTJZV,Month-to-month,No,Credit card (automatic),13-24 Months,Medium,Q2,5272
8780-IXSTS,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,5273
7673-BQGKU,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q2,5274
6723-WSNTY,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5275
9530-EHPOH,Month-to-month,No,Electronic check,0-12 Months,Medium,Q2,5276
2725-IWWBA,One year,No,Mailed check,25-48 Months,Medium,Q3,5277
0345-HKJVM,Month-to-month,No,Electronic check,0-12 Months,High,Q2,5278
1061-PNTHC,Month-to-month,Yes,Mailed check,49-60 Months,Premium,Q4,5279
0394-YONDK,Two year,No,Credit card (automatic),61-72 Months,Low,Q3,5280
6574-MCOEH,One year,Yes,Electronic check,25-48 Months,High,Q3,5281
7399-QHBJS,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,5282
3049-SOLAY,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,5283
0997-YTLNY,Month-to-month,No,Mailed check,13-24 Months,Medium,Q2,5284
3317-HRTNN,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5285
9479-HYNYL,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5286
3235-ETOOB,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5287
9708-KFDBY,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,5288
8058-INTPH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5289
3642-GKTCT,One year,Yes,Mailed check,61-72 Months,Premium,Q4,5290
0774-RMNUW,Two year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,5291
1334-PDUKM,One year,No,Credit card (automatic),61-72 Months,High,Q4,5292
0756-MPZRL,One year,No,Credit card (automatic),25-48 Months,Low,Q3,5293
2242-MFOTG,One year,No,Bank transfer (automatic),25-48 Months,High,Q3,5294
2927-CVULT,Two year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,5295
2144-BFDSO,Month-to-month,No,Bank transfer (automatic),49-60 Months,Premium,Q4,5296
8745-PVESG,One year,Yes,Credit card (automatic),49-60 Months,Medium,Q3,5297
7647-GYYKX,Two year,Yes,Bank transfer (automatic),49-60 Months,Low,Q2,5298
5647-FXOTP,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,5299
5569-OUICF,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,5300
8821-XNHVZ,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5301
2082-OJVTK,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5302
9700-ISPUP,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q2,5303
9839-ETQOE,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5304
6078-VESFR,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q2,5305
9027-TMATR,Two year,Yes,Electronic check,25-48 Months,High,Q3,5306
5940-NFXKV,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5307
1941-HOSAM,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,5308
9110-HSGTV,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5309
0704-VCUMB,Two year,No,Credit card (automatic),61-72 Months,Low,Q2,5310
6171-ZTVYB,Month-to-month,No,Bank transfer (automatic),25-48 Months,Medium,Q3,5311
8053-WWDRO,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,5312
9564-KCLHR,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,5313
1935-IMVBB,Month-to-month,No,Mailed check,49-60 Months,High,Q4,5314
2535-PBCGC,Two year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,5315
2082-CEFLT,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5316
1470-PSXNM,One year,Yes,Electronic check,49-60 Months,Premium,Q4,5317
1213-NGCUN,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,5318
2498-XLDZR,Two year,No,Mailed check,25-48 Months,High,Q3,5319
9866-OCCKE,Two year,Yes,Mailed check,61-72 Months,Premium,Q4,5320
5338-YHWYT,Two year,No,Credit card (automatic),25-48 Months,Medium,Q3,5321
7718-UPSKJ,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5322
8731-WBBMB,Month-to-month,No,Bank transfer (automatic),25-48 Months,High,Q3,5323
1448-CYWKC,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,5324
7901-IIDQV,One year,No,Bank transfer (automatic),13-24 Months,Medium,Q2,5325
2690-DVRVK,One year,No,Electronic check,0-12 Months,Low,Q1,5326
5688-KZTSN,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q1,5327
1270-XKUCC,Two year,No,Mailed check,25-48 Months,Low,Q2,5328
0334-ZFJSR,One year,Yes,Credit card (automatic),49-60 Months,Medium,Q3,5329
2894-QOJRX,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,5330
5747-PMBSQ,Month-to-month,Yes,Mailed check,0-12 Months,Premium,Q2,5331
5583-EJXRD,Two year,Yes,Credit card (automatic),25-48 Months,Medium,Q3,5332
4565-EVZMJ,One year,Yes,Mailed check,25-48 Months,Medium,Q3,5333
3143-JQEGI,Month-to-month,No,Electronic check,13-24 Months,High,Q2,5334
6386-SZZKH,Two year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,5335
3327-YBAKM,One year,Yes,Mailed check,61-72 Months,Premium,Q4,5336
9441-QHEVC,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5337
6705-LNMDD,Month-to-month,No,Mailed check,13-24 Months,Medium,Q2,5338
2580-ASVVY,Two year,No,Electronic check,25-48 Months,Medium,Q3,5339
3370-GQEAL,Month-to-month,No,Electronic check,25-48 Months,High,Q3,5340
5032-USPKF,One year,No,Bank transfer (automatic),25-48 Months,High,Q3,5341
2982-IHMFT,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5342
3521-SYVOR,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5343
4254-QPEDE,Two year,No,Credit card (automatic),49-60 Months,Medium,Q3,5344
6283-GITPX,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5345
9526-JAWYF,Month-to-month,No,Electronic check,25-48 Months,High,Q3,5346
0771-CHWSK,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5347
9788-HNGUT,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5348
9495-REDIY,One year,Yes,Credit card (automatic),25-48 Months,Medium,Q2,5349
5375-XLDOF,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5350
1172-VIYBP,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,5351
5649-VUKMC,One year,No,Mailed check,0-12 Months,Premium,Q2,5352
6559-PDZLR,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,5353
8992-OBVDG,Month-to-month,No,Mailed check,13-24 Months,Medium,Q2,5354
4273-MBHYA,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5355
4724-WXVWF,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,5356
5701-GUXDC,One year,No,Credit card (automatic),25-48 Months,Medium,Q2,5357
1460-UZPRJ,Two year,No,Mailed check,49-60 Months,Low,Q2,5358
6082-GLJIX,Month-to-month,No,Mailed check,13-24 Months,Low,Q1,5359
5143-EGQFK,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,5360
4919-IKATY,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5361
2495-TTHBQ,One year,Yes,Mailed check,0-12 Months,Low,Q1,5362
0485-ZBSLN,Two year,No,Credit card (automatic),61-72 Months,Low,Q3,5363
3810-PJUHR,Two year,No,Mailed check,61-72 Months,Low,Q3,5364
9050-QLROH,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,5365
0847-HGRML,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q2,5366
8232-CTLKO,Two year,Yes,Electronic check,61-72 Months,Medium,Q4,5367
9227-YBAXE,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5368
6168-WFVVF,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5369
9860-LISIZ,Month-to-month,No,Mailed check,25-48 Months,Low,Q2,5370
0112-QAWRZ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Premium,Q3,5371
0877-SDMBN,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,5372
2786-GCDPI,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,5373
4043-MKDTV,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5374
8065-YKXKD,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5375
9637-EIHEQ,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5376
9229-RQABD,One year,No,Mailed check,13-24 Months,Low,Q2,5377
8313-KTIHG,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5378
5320-BRKGK,Two year,No,Mailed check,49-60 Months,High,Q4,5379
6284-KMNUF,One year,Yes,Electronic check,49-60 Months,Premium,Q4,5380
9689-PTNPG,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5381
9465-RWMXL,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5382
6229-UOLQL,One year,Yes,Mailed check,49-60 Months,Medium,Q3,5383
2362-IBOOY,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5384
3137-LUPIX,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5385
0843-WTBXE,Month-to-month,No,Bank transfer (automatic),49-60 Months,High,Q4,5386
6143-JQKEA,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q2,5387
8676-OOQEJ,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5388
5515-IDEJJ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5389
9701-CDXHR,Month-to-month,No,Mailed check,49-60 Months,Medium,Q3,5390
7450-NWRTR,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,5391
8124-NZVGJ,One year,Yes,Mailed check,0-12 Months,Medium,Q1,5392
2162-FRZAA,Two year,No,Bank transfer (automatic),61-72 Months,Medium,Q3,5393
5376-DEQCP,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5394
5118-MUEYH,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q4,5395
9095-HFAFX,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q1,5396
5627-TVBPP,One year,Yes,Credit card (automatic),25-48 Months,Low,Q2,5397
2379-ENZGV,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5398
3936-QQFLL,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5399
2589-AYCRP,One year,No,Bank transfer (automatic),49-60 Months,Low,Q2,5400
4067-HLYQI,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,5401
5124-EOGYE,Two year,No,Mailed check,25-48 Months,Low,Q2,5402
5057-RKGLH,Two year,No,Mailed check,0-12 Months,Low,Q1,5403
0292-WEGCH,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,5404
8910-ICHIU,One year,Yes,Credit card (automatic),25-48 Months,Premium,Q4,5405
4097-YODCF,One year,Yes,Electronic check,25-48 Months,Premium,Q3,5406
9715-WZCLW,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5407
9786-YWNHU,Two year,No,Mailed check,61-72 Months,Medium,Q4,5408
6407-GSJNL,Two year,No,Bank transfer (automatic),49-60 Months,Low,Q2,5409
6005-OBZPH,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5410
4049-ZPALD,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5411
7932-WPTDS,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,5412
3733-UOCWF,One year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5413
6833-JMZYP,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,5414
2722-VOJQL,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5415
1310-QRITU,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,5416
8961-QDZZJ,One year,Yes,Electronic check,49-60 Months,Premium,Q4,5417
9715-SBVSU,Two year,Yes,Bank transfer (automatic),13-24 Months,Medium,Q2,5418
8490-BXHEO,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q3,5419
7173-TETGO,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5420
7929-SKFGK,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,5421
2300-RQGOI,Two year,No,Mailed check,25-48 Months,Low,Q2,5422
3563-SVYLG,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,5423
5228-EXCET,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,5424
6435-VWCCY,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5425
4998-IKFSE,Month-to-month,No,Electronic check,25-48 Months,Premium,Q3,5426
8630-QSGXK,Two year,Yes,Bank transfer (automatic),49-60 Months,High,Q4,5427
2455-USLMV,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,5428
7394-FKDNK,Month-to-month,No,Electronic check,0-12 Months,High,Q2,5429
9488-FVZCC,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5430
6331-LWDTQ,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,5431
5995-WWKKG,One year,Yes,Electronic check,25-48 Months,Low,Q2,5432
1597-FZREH,Month-to-month,No,Electronic check,0-12 Months,High,Q1,5433
7879-CGSFV,One year,Yes,Mailed check,49-60 Months,Premium,Q4,5434
9921-EZKBY,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,5435
7432-FFVAR,One year,No,Bank transfer (automatic),25-48 Months,Premium,Q4,5436
7246-ZGQDF,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5437
7000-WCEVQ,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q2,5438
0727-IWKVK,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5439
5959-BELXA,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,5440
4456-RHSNB,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Medium,Q2,5441
3512-IZIKN,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,5442
2481-SBOYW,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,5443
7109-MFBYV,Month-to-month,No,Electronic check,25-48 Months,Medium,Q2,5444
1833-TCXKK,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,5445
1832-PEUTS,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5446
6141-OOXUQ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5447
8660-BUETV,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,5448
0580-PIQHM,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,5449
5696-CEIQJ,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,5450
7503-ZGUZJ,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5451
1696-HXOWK,One year,No,Mailed check,61-72 Months,Premium,Q4,5452
3026-ATZYV,One year,No,Bank transfer (automatic),25-48 Months,High,Q3,5453
4012-YCFAI,Two year,Yes,Mailed check,49-60 Months,Medium,Q3,5454
2506-TNFCO,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5455
9970-QBCDA,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,5456
8718-PTMEZ,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q1,5457
9496-IVVRP,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q2,5458
2207-OBZNX,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5459
2657-VPXTA,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5460
6551-VLJMV,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,5461
1221-GHZEP,Two year,Yes,Mailed check,61-72 Months,Medium,Q4,5462
9289-LBQVU,One year,Yes,Mailed check,61-72 Months,High,Q4,5463
6142-VSJQO,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,5464
3458-IDMFK,Two year,Yes,Mailed check,25-48 Months,Low,Q2,5465
6933-FHBZC,One year,Yes,Mailed check,25-48 Months,Medium,Q3,5466
0221-NAUXK,One year,Yes,Bank transfer (automatic),0-12 Months,Low,Q1,5467
9770-KXGQU,One year,No,Mailed check,49-60 Months,Premium,Q4,5468
6437-UKHMV,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5469
6538-POCHL,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,5470
6726-NNFWD,Two year,No,Credit card (automatic),61-72 Months,High,Q4,5471
3002-WQZWT,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5472
4277-UDIEF,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q3,5473
1208-NBVFH,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,5474
4912-PIGUY,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5475
1114-CENIM,Month-to-month,Yes,Credit card (automatic),49-60 Months,Medium,Q3,5476
6060-DRTNL,Month-to-month,Yes,Mailed check,0-12 Months,High,Q2,5477
2725-TTRIQ,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5478
3374-TTZTK,Two year,Yes,Electronic check,49-60 Months,Premium,Q4,5479
8990-ZXLSU,Month-to-month,No,Electronic check,0-12 Months,Medium,Q2,5480
2275-RBYQS,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5481
8473-VUVJN,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5482
6289-CPNLD,One year,Yes,Mailed check,25-48 Months,High,Q3,5483
5536-SLHPM,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,5484
4419-UJMUS,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5485
7794-JASDG,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5486
7609-YBPXG,Two year,No,Bank transfer (automatic),49-60 Months,High,Q4,5487
5519-TEEUH,One year,Yes,Mailed check,25-48 Months,Low,Q2,5488
7856-GANIL,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,5489
0804-XBFBV,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5490
2676-OXPPQ,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,5491
3703-TTEPD,Month-to-month,No,Bank transfer (automatic),13-24 Months,Medium,Q3,5492
2799-TSLAG,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q3,5493
0196-VULGZ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5494
8837-VVWLQ,Month-to-month,No,Electronic check,0-12 Months,High,Q2,5495
2696-NARTR,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5496
2208-NKVVH,Two year,No,Mailed check,25-48 Months,Low,Q2,5497
7614-QVWQL,One year,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,5498
1976-CFOCS,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5499
4631-OACRM,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,5500
7139-JZFVG,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,5501
4987-GQWPO,Month-to-month,No,Credit card (automatic),13-24 Months,Low,Q1,5502
3755-JBMNH,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,5503
1757-TCATG,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,5504
6345-ULYRW,One year,No,Mailed check,25-48 Months,High,Q4,5505
4776-XSKYQ,One year,No,Credit card (automatic),0-12 Months,Low,Q1,5506
8048-DSDFQ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5507
5753-QQWPW,One year,Yes,Electronic check,25-48 Months,Medium,Q3,5508
6010-DDPPW,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,5509
1809-DMJHQ,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,5510
6693-FRIRW,Month-to-month,No,Credit card (automatic),13-24 Months,Premium,Q3,5511
6586-MYGKD,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5512
3173-NVMPX,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,5513
0248-PGHBZ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5514
0623-GDISB,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,5515
2892-GESUL,Two year,No,Mailed check,13-24 Months,Low,Q1,5516
6923-EFPNL,Month-to-month,No,Credit card (automatic),0-12 Months,Medium,Q1,5517
7472-EQOAV,One year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5518
9574-RKJIF,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,5519
2043-WVTQJ,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,5520
8034-RYTVV,One year,Yes,Credit card (automatic),49-60 Months,High,Q4,5521
3863-QSTYI,Month-to-month,Yes,Electronic check,49-60 Months,Medium,Q3,5522
2619-WFQWU,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5523
5044-LRQAQ,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q2,5524
1716-LSAMB,Two year,No,Bank transfer (automatic),25-48 Months,Medium,Q3,5525
1333-PBMXB,One year,Yes,Bank transfer (automatic),49-60 Months,Low,Q2,5526
6546-OPBBH,One year,Yes,Mailed check,49-60 Months,Low,Q2,5527
5985-BEHZK,One year,No,Credit card (automatic),61-72 Months,Premium,Q4,5528
9127-QRZMH,One year,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,5529
5919-VCZYM,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5530
9644-KVCNC,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5531
2137-DQMEV,One year,No,Mailed check,61-72 Months,Medium,Q3,5532
8174-LNWMW,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,5533
9279-CJEOJ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Premium,Q3,5534
7964-VEXDG,Month-to-month,No,Electronic check,13-24 Months,High,Q3,5535
2404-JIBFC,Two year,Yes,Bank transfer (automatic),49-60 Months,High,Q4,5536
0778-NELLA,Month-to-month,Yes,Credit card (automatic),0-12 Months,Low,Q1,5537
8029-XYPWT,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5538
4614-NUVZD,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5539
4632-PAOYU,One year,No,Mailed check,13-24 Months,Low,Q2,5540
3803-KMQFW,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5541
6804-GDMOI,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5542
2990-OGYTD,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5543
6646-JPPHA,Month-to-month,No,Electronic check,13-24 Months,High,Q2,5544
9572-MTILT,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,5545
7658-UYUQS,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q3,5546
7880-XSOJX,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,5547
9611-CTWIH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5548
4589-IUAJB,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,5549
0329-GTIAJ,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,5550
8746-BFOAJ,One year,No,Bank transfer (automatic),13-24 Months,Low,Q2,5551
8457-XIGKN,Month-to-month,Yes,Credit card (automatic),13-24 Months,Low,Q1,5552
6072-NUQCB,One year,No,Bank transfer (automatic),13-24 Months,Low,Q2,5553
6629-CZTTH,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5554
8838-GPHZP,Two year,Yes,Mailed check,61-72 Months,Low,Q2,5555
8750-QWZAJ,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q2,5556
5364-EVNIB,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,5557
6918-UMQCG,Month-to-month,No,Electronic check,0-12 Months,High,Q1,5558
0675-NCDYU,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5559
6339-DKLMK,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q1,5560
1346-PJWTK,Month-to-month,No,Credit card (automatic),61-72 Months,Premium,Q4,5561
5088-QZLRL,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5562
8023-QHAIO,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,High,Q4,5563
4397-FRLTA,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5564
3057-VJJQE,Two year,No,Mailed check,25-48 Months,Medium,Q3,5565
5087-SUURX,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,5566
2302-OUZXB,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5567
