customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,HasStreaming,HasSecurityBundle,ServiceCount,service_key
9701-CDXHR,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5390
7450-NWRTR,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,5391
8124-NZVGJ,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,4,5392
2162-FRZAA,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No,Yes,4,5393
5376-DEQCP,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5394
5118-MUEYH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,5395
9095-HFAFX,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,5396
5627-TVBPP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5397
2379-ENZGV,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,4,5398
3936-QQFLL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5399
2589-AYCRP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5400
4067-HLYQI,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5401
5124-EOGYE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5402
5057-RKGLH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5403
0292-WEGCH,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,5404
8910-ICHIU,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,6,5405
4097-YODCF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7,5406
9715-WZCLW,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,6,5407
9786-YWNHU,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,6,5408
6407-GSJNL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5409
6005-OBZPH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,5,5410
4049-ZPALD,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6,5411
7932-WPTDS,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,5412
3733-UOCWF,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,No,Yes,5,5413
6833-JMZYP,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,5,5414
2722-VOJQL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,5415
1310-QRITU,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,5416
8961-QDZZJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,5417
9715-SBVSU,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,5,5418
8490-BXHEO,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,5419
7173-TETGO,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,5420
7929-SKFGK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5421
2300-RQGOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5422
3563-SVYLG,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,6,5423
5228-EXCET,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,5424
6435-VWCCY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,6,5425
4998-IKFSE,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,5426
8630-QSGXK,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,6,5427
2455-USLMV,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,5,5428
7394-FKDNK,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,5429
9488-FVZCC,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,5430
6331-LWDTQ,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,5,5431
5995-WWKKG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5432
1597-FZREH,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,5433
7879-CGSFV,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6,5434
9921-EZKBY,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes,6,5435
7432-FFVAR,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes,5,5436
7246-ZGQDF,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,4,5437
7000-WCEVQ,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,4,5438
0727-IWKVK,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,No,4,5439
5959-BELXA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,5440
4456-RHSNB,Yes,No,DSL,No,No,Yes,No,No,No,No,No,3,5441
3512-IZIKN,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,6,5442
2481-SBOYW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5443
7109-MFBYV,Yes,No,DSL,No,No,No,No,No,No,No,No,2,5444
1833-TCXKK,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,5445
1832-PEUTS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,5,5446
6141-OOXUQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5447
8660-BUETV,Yes,No,DSL,No,No,No,No,No,No,No,No,2,5448
0580-PIQHM,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,7,5449
5696-CEIQJ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,5450
7503-ZGUZJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,5451
1696-HXOWK,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,6,5452
3026-ATZYV,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6,5453
4012-YCFAI,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,5454
2506-TNFCO,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5455
9970-QBCDA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5456
8718-PTMEZ,No,No phone service,DSL,No,Yes,No,No,No,No,No,No,2,5457
9496-IVVRP,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,5458
2207-OBZNX,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,5459
2657-VPXTA,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,5460
6551-VLJMV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5461
1221-GHZEP,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,5,5462
9289-LBQVU,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,6,5463
6142-VSJQO,Yes,No,DSL,No,No,No,No,No,No,No,No,2,5464
3458-IDMFK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5465
6933-FHBZC,Yes,No,DSL,No,Yes,Yes,No,No,No,No,No,4,5466
0221-NAUXK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5467
9770-KXGQU,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,7,5468
6437-UKHMV,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,5469
6538-POCHL,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,No,4,5470
6726-NNFWD,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,5,5471
3002-WQZWT,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,5472
4277-UDIEF,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7,5473
1208-NBVFH,Yes,No,DSL,No,No,Yes,No,No,No,No,No,3,5474
4912-PIGUY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,5475
1114-CENIM,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No,4,5476
6060-DRTNL,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,4,5477
2725-TTRIQ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,5478
3374-TTZTK,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,5479
8990-ZXLSU,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5480
2275-RBYQS,Yes,No,DSL,No,No,No,No,No,No,No,No,2,5481
8473-VUVJN,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,5482
6289-CPNLD,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,5483
5536-SLHPM,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,4,5484
4419-UJMUS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,6,5485
7794-JASDG,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,5486
7609-YBPXG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,5487
5519-TEEUH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5488
7856-GANIL,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,7,5489
0804-XBFBV,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,5490
2676-OXPPQ,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,4,5491
3703-TTEPD,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,5,5492
2799-TSLAG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5493
0196-VULGZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,5494
8837-VVWLQ,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,4,5495
2696-NARTR,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Yes,3,5496
2208-NKVVH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5497
7614-QVWQL,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,No,4,5498
1976-CFOCS,Yes,No,DSL,No,No,No,No,No,No,No,No,2,5499
4631-OACRM,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,5500
7139-JZFVG,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,5,5501
4987-GQWPO,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,5502
3755-JBMNH,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5503
1757-TCATG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5504
6345-ULYRW,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,5505
4776-XSKYQ,No,No phone service,DSL,No,No,No,Yes,No,No,No,Yes,2,5506
8048-DSDFQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5507
5753-QQWPW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,5508
6010-DDPPW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5509
1809-DMJHQ,Yes,No,DSL,No,No,No,No,No,No,No,No,2,5510
6693-FRIRW,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,6,5511
6586-MYGKD,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7,5512
3173-NVMPX,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No,4,5513
0248-PGHBZ,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,6,5514
0623-GDISB,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,5515
2892-GESUL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5516
6923-EFPNL,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,5517
7472-EQOAV,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,5,5518
9574-RKJIF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,6,5519
2043-WVTQJ,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Yes,4,5520
8034-RYTVV,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,5,5521
3863-QSTYI,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,5,5522
2619-WFQWU,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5523
5044-LRQAQ,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5524
1716-LSAMB,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,4,5525
1333-PBMXB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5526
6546-OPBBH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5527
5985-BEHZK,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,5528
9127-QRZMH,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,5529
5919-VCZYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5530
9644-KVCNC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,5,5531
2137-DQMEV,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,4,5532
8174-LNWMW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5533
9279-CJEOJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,5534
7964-VEXDG,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,5535
2404-JIBFC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,5536
0778-NELLA,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,No,2,5537
8029-XYPWT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5538
4614-NUVZD,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,5539
4632-PAOYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5540
3803-KMQFW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5541
6804-GDMOI,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,5542
2990-OGYTD,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,5543
6646-JPPHA,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,4,5544
9572-MTILT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,5545
7658-UYUQS,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,4,5546
7880-XSOJX,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Yes,4,5547
9611-CTWIH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,5548
4589-IUAJB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5549
0329-GTIAJ,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,5550
8746-BFOAJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5551
8457-XIGKN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5552
6072-NUQCB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5553
6629-CZTTH,Yes,No,DSL,No,No,No,No,No,Yes,Yes,No,3,5554
8838-GPHZP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5555
8750-QWZAJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5556
5364-EVNIB,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,No,4,5557
6918-UMQCG,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,5558
0675-NCDYU,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5559
6339-DKLMK,No,No phone service,DSL,No,Yes,No,No,No,No,No,No,2,5560
1346-PJWTK,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,6,5561
5088-QZLRL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5562
8023-QHAIO,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,4,5563
4397-FRLTA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5564
3057-VJJQE,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,4,5565
5087-SUURX,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,No,3,5566
2302-OUZXB,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,7,5567
8133-ANHHJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,5568
2270-CHBFN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes,7,5569
0013-EXCHZ,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,4,5570
5982-FPVQN,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,6,5571
9107-UKCKY,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,7,5572
4654-ULTTN,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,7,5573
5550-VFRLC,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5574
5546-BYZSM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5575
1492-KGETH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,5576
4929-BSTRX,Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,3,5577
4163-HFTUK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5578
8215-NGSPE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5579
2225-ZRGSG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes,7,5580
8859-YSTWS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5581
5271-YNWVR,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5582
7601-DHFWZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5583
2657-ALMWY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,4,5584
6330-JKLPC,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,5585
4667-OHGKG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5586
1998-VHJHK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5587
1707-HABPF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,5,5588
1660-HSOOQ,Yes,No,DSL,No,No,Yes,No,No,No,No,No,3,5589
7253-UVNDW,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,4,5590
0487-VVUVK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5591
7228-OMTPN,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,5592
5063-IUOKK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5593
4508-OEBEY,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,7,5594
0027-KWYKW,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,5595
2308-STERM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5596
5982-XMDEX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5597
6284-AHOOQ,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,5,5598
6051-PTVNS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5599
2344-JMOGN,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,6,5600
3799-ISUZQ,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5601
2877-VDUER,No,No phone service,DSL,No,No,No,Yes,Yes,No,Yes,Yes,3,5602
9152-AMKAK,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7,5603
1794-HBQTJ,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,5604
9432-VOFYX,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,5605
8049-WJCLQ,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,No,4,5606
6586-PSJOX,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,4,5607
2460-FPSYH,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5,5608
9705-ZJBCG,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,4,5609
4818-DRBQT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,5610
1320-HTRDR,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,5611
6847-KJLTS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,6,5612
9670-BPNXF,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,5613
3913-FCUUW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,7,5614
3301-VKTGC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,5,5615
1493-AMTIE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5616
9555-SAHUZ,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,4,5617
0816-TSPHQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5618
9932-WBWIK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5619
4619-EVPHY,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,5620
5286-YHCVC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,5621
6424-ELEYH,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,5622
4391-RESHN,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,5623
9115-YQHGA,Yes,No,DSL,No,No,No,Yes,No,No,No,Yes,3,5624
4462-CYWMH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,5625
8963-MQVYN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5626
2458-EOMRE,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,5,5627
9334-GWGOW,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,5628
6821-BUXUX,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,6,5629
5028-HTLJB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5630
9801-GDWGV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,5631
6542-LWGXJ,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,5632
5567-GZKQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5633
1222-LRYKO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5634
2320-JRSDE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5635
2087-QAREY,Yes,No,DSL,No,Yes,Yes,No,No,No,No,No,4,5636
0601-WZHJF,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,No,3,5637
4423-JWZJN,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,5638
5143-WMWOG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5639
6490-FGZAT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5640
5393-RXQSZ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,5641
7452-FOLON,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5642
2320-TZRRH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5643
0231-LXVAP,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Yes,3,5644
9444-JTXHZ,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,5645
4942-VZZOM,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,5,5646
5510-BOIUJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5647
7502-BNYGS,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,No,5,5648
4291-HYEBC,No,No phone service,DSL,No,Yes,No,No,No,Yes,Yes,No,3,5649
6147-CBCRA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,5650
6047-SUHPR,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,5,5651
4471-KXAUH,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,Yes,5,5652
9752-ZNQUT,Yes,No,DSL,No,Yes,No,No,No,No,No,No,3,5653
7638-QVMVY,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,5654
1576-PFZIW,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7,5655
5666-MBJPT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,5656
7312-XSBAT,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,5657
3096-GKWEB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,5658
2371-JQHZZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,5659
0674-GCDXG,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,7,5660
1121-QSIVB,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,6,5661
